Project_ID,Project_Name,Location,Project_Type,Area_sqft,Estimated_Budget_INR,Actual_Cost_INR,Material_Cost_INR,Labour_Cost_INR,Equipment_Cost_INR,Other_Cost_INR,Expected_Duration_Days,Actual_Duration_Days,Delay_Days,Contractor,Project_Status,Start_Date,Expected_End_Date,Actual_End_Date,Budget_Variance_INR,Budget_Overrun_Pct,Cost_Per_Sqft_INR
P0130,Crystal Plaza,Ahmedabad,Residential,106195,281941000,243521000,98113000,69154000,17756000,58498000,234,234,0,GreenStone Projects,Ongoing,2023-02-11,2023-10-03,2023-10-03,-38420000,-13.63,2293.15
P0131,Urban Business Park,Ahmedabad,Infrastructure,139828,404331000,429317000,188763000,104112000,61050000,75392000,789,930,141,Shree BuildTech,Delayed,2024-03-15,2026-05-13,2026-10-01,24986000,6.18,3070.32
P0132,Crystal Complex,Mumbai,Industrial,25609,48859000,45542000,20669000,11855000,3455000,9563000,378,498,120,Shree BuildTech,Completed,2022-04-09,2023-04-22,2023-08-20,-3317000,-6.79,1778.36
P0133,Silver Heights,Pune,Commercial,80683,235759000,262421000,113548000,72901000,37142000,38830000,882,882,0,Royal Infra,Completed,2023-11-15,2026-04-15,2026-04-15,26662000,11.31,3252.49
P0134,Green Valley Complex,Ahmedabad,Industrial,129714,258228000,305909000,143341000,64633000,26997000,70938000,241,286,45,Apex Developers,Completed,2023-12-27,2024-08-24,2024-10-08,47681000,18.46,2358.33
P0135,Green Valley Residency,Rajkot,Industrial,135330,264349000,216766000,94987000,46741000,28006000,47032000,418,538,120,Royal Infra,Ongoing,2024-08-18,2025-10-10,2026-02-07,-47583000,-18.0,1601.76
P0136,Crystal Mall,Ahmedabad,Industrial,76315,162086000,192049000,70867000,34583000,18202000,68397000,894,954,60,Shree BuildTech,Delayed,2023-09-05,2026-02-15,2026-04-16,29963000,18.49,2516.53
P0137,Green Valley Mall,Mumbai,Residential,82834,189381000,183827000,66621000,54334000,25497000,37375000,500,520,20,MetroBuild,Completed,2026-01-25,2027-06-09,2027-06-29,-5554000,-2.93,2219.22
P0138,Green Valley Industrial Park,Surat,Infrastructure,131205,373532000,375133000,161829000,108828000,47280000,57196000,680,710,30,Patel Construction,Completed,2023-10-05,2025-08-15,2025-09-14,1601000,0.43,2859.14
P0139,Green Valley Enclave,Ahmedabad,Residential,19153,47953000,43662000,15319000,11865000,4460000,12018000,620,620,0,GreenStone Projects,Completed,2024-10-25,2026-07-07,2026-07-07,-4291000,-8.95,2279.64
P0140,Shree Heights,Rajkot,Infrastructure,81325,237231000,247341000,82818000,46868000,18824000,98831000,416,431,15,Apex Developers,Ongoing,2025-05-26,2026-07-16,2026-07-31,10110000,4.26,3041.39
P0141,Green Valley Complex,Ahmedabad,Commercial,149071,488230000,501909000,203351000,117296000,64554000,116708000,481,541,60,Patel Construction,Completed,2023-05-18,2024-09-10,2024-11-09,13679000,2.8,3366.91
P0142,Crystal Residency,Vadodara,Commercial,60318,206707000,237554000,107247000,45664000,28352000,56291000,708,809,101,Shree BuildTech,Delayed,2024-02-06,2026-01-14,2026-04-25,30847000,14.92,3938.36
P0143,Sunrise Industrial Park,Vadodara,Industrial,136886,245804000,228852000,76945000,41631000,16073000,94203000,582,582,0,Patel Construction,Completed,2023-02-02,2024-09-06,2024-09-06,-16952000,-6.9,1671.84
P0144,Royal Complex,Vadodara,Infrastructure,120033,356136000,434235000,193974000,110270000,30724000,99267000,557,572,15,Shree BuildTech,Ongoing,2024-05-20,2025-11-28,2025-12-13,78099000,21.93,3617.63
P0145,Shree Business Park,Surat,Infrastructure,81077,235266000,258737000,116393000,76405000,34853000,31086000,246,246,0,GreenStone Projects,Ongoing,2024-03-05,2024-11-06,2024-11-06,23471000,9.98,3191.25
P0146,Shree Enclave,Rajkot,Infrastructure,95474,293294000,302362000,120087000,87184000,27440000,67651000,316,406,90,Shree BuildTech,Ongoing,2023-01-28,2023-12-10,2024-03-09,9068000,3.09,3166.96
P0147,Royal Plaza,Mumbai,Industrial,138515,285913000,285429000,93955000,75242000,34506000,81726000,340,340,0,Patel Construction,Completed,2022-07-26,2023-07-01,2023-07-01,-484000,-0.17,2060.64
P0148,Silver Complex,Gandhinagar,Industrial,78319,144243000,141821000,49344000,27172000,15081000,50224000,210,210,0,GreenStone Projects,Ongoing,2024-11-04,2025-06-02,2025-06-02,-2422000,-1.68,1810.81
P0149,Crystal Residency,Vadodara,Commercial,130885,402402000,398796000,172754000,84904000,55462000,85676000,530,590,60,Shree BuildTech,Completed,2024-06-10,2025-11-22,2026-01-21,-3606000,-0.9,3046.92
P0150,Urban Industrial Park,Gandhinagar,Residential,114777,307409000,319769000,138743000,69840000,45841000,65345000,127,217,90,Royal Infra,Completed,2026-01-24,2026-05-31,2026-08-29,12360000,4.02,2786.0
P0151,Galaxy Mall,Surat,Infrastructure,22368,63632000,63309000,29359000,17193000,9480000,7277000,663,753,90,MetroBuild,Ongoing,2024-05-13,2026-03-07,2026-06-05,-323000,-0.51,2830.34
P0152,Galaxy Business Park,Gandhinagar,Infrastructure,96751,297834000,280898000,116075000,77604000,23116000,64103000,587,647,60,Urban Infra,Ongoing,2024-01-13,2025-08-22,2025-10-21,-16936000,-5.69,2903.31
P0153,Metro Complex,Pune,Residential,32306,72576000,75547000,25675000,17090000,10504000,22278000,439,529,90,Patel Construction,Completed,2025-06-18,2026-08-31,2026-11-29,2971000,4.09,2338.48
P0154,Crystal Residency,Surat,Infrastructure,42219,123110000,113218000,38429000,26057000,10335000,38397000,513,543,30,Urban Infra,Completed,2023-07-18,2024-12-12,2025-01-11,-9892000,-8.04,2681.68
P0155,Sunrise Residency,Gandhinagar,Industrial,65279,133725000,141574000,61639000,26239000,16602000,37094000,388,398,10,Patel Construction,Ongoing,2024-10-17,2025-11-09,2025-11-19,7849000,5.87,2168.75
P0156,Royal Complex,Ahmedabad,Industrial,58028,122208000,121381000,42411000,26060000,13408000,39502000,310,315,5,Shree BuildTech,Ongoing,2022-04-06,2023-02-10,2023-02-15,-827000,-0.68,2091.77
P0157,Green Valley Complex,Vadodara,Infrastructure,109263,298048000,328928000,122539000,77020000,23498000,105871000,794,839,45,Shree BuildTech,Completed,2023-04-30,2025-07-02,2025-08-16,30880000,10.36,3010.42
P0158,Royal Residency,Ahmedabad,Industrial,5126,10319000,11750000,4676000,2280000,1699000,3095000,180,225,45,GreenStone Projects,Ongoing,2025-12-01,2026-05-30,2026-07-14,1431000,13.87,2292.24
P0159,Metro Mall,Ahmedabad,Industrial,57329,110944000,126325000,40925000,29610000,9634000,46156000,557,557,0,Apex Developers,Completed,2022-08-19,2024-02-27,2024-02-27,15381000,13.86,2203.51
P0160,Metro Complex,Surat,Infrastructure,32632,83451000,88306000,31773000,24936000,11043000,20554000,383,383,0,MetroBuild,Ongoing,2024-01-19,2025-02-05,2025-02-05,4855000,5.82,2706.12
P0161,Royal Mall,Ahmedabad,Commercial,114945,386877000,414802000,159808000,103600000,55086000,96308000,214,362,148,Royal Infra,Delayed,2025-04-09,2025-11-09,2026-04-06,27925000,7.22,3608.7
P0162,Sunrise Complex,Ahmedabad,Residential,60176,151907000,149062000,54369000,28243000,19918000,46532000,672,682,10,Apex Developers,Completed,2023-06-25,2025-04-27,2025-05-07,-2845000,-1.87,2477.1
P0163,Urban Residency,Mumbai,Industrial,139869,293584000,323329000,110520000,65636000,26138000,121035000,589,609,20,Urban Infra,Ongoing,2024-11-25,2026-07-07,2026-07-27,29745000,10.13,2311.66
P0164,Galaxy Industrial Park,Surat,Commercial,149790,483838000,539412000,235444000,127811000,57073000,119084000,780,780,0,Shree BuildTech,Completed,2023-06-09,2025-07-28,2025-07-28,55574000,11.49,3601.12
P0165,Green Valley Mall,Surat,Industrial,39560,71455000,59445000,26756000,13279000,8106000,11304000,835,955,120,Apex Developers,Ongoing,2025-03-29,2027-07-12,2027-11-09,-12010000,-16.81,1502.65
P0166,Green Valley Residency,Gandhinagar,Industrial,81589,141037000,150261000,54274000,33515000,14157000,48315000,898,958,60,Shree BuildTech,Ongoing,2025-06-20,2027-12-05,2028-02-03,9224000,6.54,1841.68
P0167,Royal Business Park,Surat,Residential,27116,64521000,76404000,33916000,18605000,8207000,15676000,633,764,131,Patel Construction,Delayed,2025-01-14,2026-10-09,2027-02-17,11883000,18.42,2817.67
P0168,Shree Residency,Vadodara,Industrial,137717,252876000,247122000,94324000,61812000,22692000,68294000,809,819,10,Apex Developers,Completed,2023-08-01,2025-10-18,2025-10-28,-5754000,-2.28,1794.42
P0169,Galaxy Residency,Rajkot,Residential,129085,330697000,314511000,126141000,86687000,33679000,68004000,313,403,90,Urban Infra,Completed,2023-11-13,2024-09-21,2024-12-20,-16186000,-4.89,2436.46
P0170,Skyline Enclave,Rajkot,Residential,122718,288026000,279275000,127618000,61696000,39385000,50576000,601,721,120,GreenStone Projects,Completed,2023-07-11,2025-03-03,2025-07-01,-8751000,-3.04,2275.75
P0171,Galaxy Industrial Park,Mumbai,Residential,24256,64548000,54183000,23840000,14990000,5766000,9587000,455,495,40,Apex Developers,Delayed,2024-10-09,2026-01-07,2026-02-16,-10365000,-16.06,2233.8
P0172,Crystal Heights,Pune,Commercial,105158,374096000,387234000,173798000,85437000,44328000,83671000,554,614,60,Shree BuildTech,Ongoing,2023-10-08,2025-04-14,2025-06-13,13138000,3.51,3682.4
P0173,Skyline Complex,Ahmedabad,Infrastructure,124719,361994000,370536000,126684000,69161000,37913000,136778000,315,435,120,Sunrise Constructions,Ongoing,2024-03-06,2025-01-15,2025-05-15,8542000,2.36,2970.97
P0174,Royal Heights,Pune,Commercial,73244,258828000,270124000,89453000,66586000,28852000,85233000,368,488,120,Sunrise Constructions,Completed,2024-11-17,2025-11-20,2026-03-20,11296000,4.36,3688.0
P0175,Silver Mall,Vadodara,Infrastructure,147766,441626000,472503000,218743000,118385000,33649000,101726000,617,716,99,GreenStone Projects,Delayed,2025-09-25,2027-06-04,2027-09-11,30877000,6.99,3197.64
P0176,Galaxy Plaza,Vadodara,Infrastructure,61264,175023000,161763000,61802000,47258000,14995000,37708000,331,331,0,GreenStone Projects,Ongoing,2025-09-16,2026-08-13,2026-08-13,-13260000,-7.58,2640.43
P0177,Galaxy Industrial Park,Ahmedabad,Residential,62545,141052000,148497000,54359000,39668000,15581000,38889000,784,829,45,MetroBuild,Ongoing,2025-10-03,2027-11-26,2028-01-10,7445000,5.28,2374.24
P0178,Shree Mall,Rajkot,Industrial,44224,84101000,90256000,39347000,26186000,10894000,13829000,789,794,5,GreenStone Projects,Completed,2026-02-05,2028-04-04,2028-04-09,6155000,7.32,2040.88
P0179,Galaxy Mall,Ahmedabad,Residential,102945,252848000,243086000,110319000,70252000,25768000,36747000,585,590,5,Shree BuildTech,Completed,2025-06-08,2027-01-14,2027-01-19,-9762000,-3.86,2361.32
P0180,Skyline Industrial Park,Ahmedabad,Industrial,18224,37744000,40402000,18504000,10203000,3920000,7775000,770,790,20,Royal Infra,Ongoing,2022-07-09,2024-08-17,2024-09-06,2658000,7.04,2216.97
P0181,Metro Business Park,Surat,Infrastructure,45738,128821000,132645000,49153000,32277000,13403000,37812000,340,400,60,Patel Construction,Ongoing,2025-06-02,2026-05-08,2026-07-07,3824000,2.97,2900.1
P0182,Galaxy Industrial Park,Ahmedabad,Residential,68731,181036000,170945000,78011000,42205000,15280000,35449000,392,452,60,Apex Developers,Completed,2025-11-09,2026-12-06,2027-02-04,-10091000,-5.57,2487.16
P0183,Silver Plaza,Ahmedabad,Industrial,144649,288123000,303663000,99161000,90309000,43715000,70478000,273,273,0,GreenStone Projects,Ongoing,2025-11-01,2026-08-01,2026-08-01,15540000,5.39,2099.31
P0184,Shree Enclave,Pune,Commercial,13070,38902000,38323000,12568000,10454000,4282000,11019000,368,368,0,Sunrise Constructions,Completed,2025-07-30,2026-08-02,2026-08-02,-579000,-1.49,2932.13
P0185,Galaxy Heights,Ahmedabad,Industrial,131161,278835000,307736000,129176000,59317000,21872000,97371000,398,398,0,Patel Construction,Ongoing,2023-09-25,2024-10-27,2024-10-27,28901000,10.36,2346.25
P0186,Metro Business Park,Ahmedabad,Residential,13666,33323000,33033000,10904000,9032000,2364000,10733000,559,574,15,Royal Infra,Ongoing,2023-09-20,2025-04-01,2025-04-16,-290000,-0.87,2417.17
P0187,Skyline Business Park,Ahmedabad,Commercial,62761,198065000,171371000,63739000,34354000,25335000,47943000,395,395,0,Shree BuildTech,Completed,2024-08-30,2025-09-29,2025-09-29,-26694000,-13.48,2730.53
P0188,Royal Complex,Ahmedabad,Industrial,41368,82137000,86411000,36953000,20193000,7580000,21685000,633,723,90,Patel Construction,Ongoing,2025-07-06,2027-03-31,2027-06-29,4274000,5.2,2088.84
P0189,Silver Heights,Ahmedabad,Industrial,142855,250784000,262703000,98241000,53921000,35320000,75221000,207,217,10,Shree BuildTech,Completed,2025-10-14,2026-05-09,2026-05-19,11919000,4.75,1838.95
P0190,Shree Heights,Vadodara,Industrial,46914,92705000,82532000,28782000,21685000,6162000,25903000,761,766,5,Royal Infra,Completed,2023-12-11,2026-01-10,2026-01-15,-10173000,-10.97,1759.22
P0191,Metro Enclave,Ahmedabad,Industrial,132738,254626000,282651000,103172000,80634000,40615000,58230000,624,738,114,Royal Infra,Delayed,2026-01-19,2027-10-05,2028-01-27,28025000,11.01,2129.39
P0192,Silver Enclave,Vadodara,Industrial,72526,136348000,150499000,59178000,32334000,21063000,37924000,709,739,30,MetroBuild,Completed,2025-12-05,2027-11-14,2027-12-14,14151000,10.38,2075.1
P0193,Royal Enclave,Ahmedabad,Commercial,24956,88617000,81138000,32136000,15403000,9387000,24212000,891,951,60,Apex Developers,Completed,2023-10-11,2026-03-20,2026-05-19,-7479000,-8.44,3251.24
P0194,Urban Complex,Mumbai,Infrastructure,51240,145618000,137004000,61005000,29568000,9689000,36742000,360,360,0,Patel Construction,Completed,2022-11-14,2023-11-09,2023-11-09,-8614000,-5.92,2673.77
P0195,Crystal Industrial Park,Vadodara,Commercial,126008,382341000,383472000,168737000,99965000,34752000,80018000,772,787,15,Royal Infra,Completed,2025-06-02,2027-07-14,2027-07-29,1131000,0.3,3043.24
P0196,Royal Heights,Ahmedabad,Commercial,99270,317973000,295377000,116110000,64821000,30290000,84156000,859,879,20,Apex Developers,Completed,2025-06-11,2027-10-18,2027-11-07,-22596000,-7.11,2975.49
P0197,Sunrise Residency,Vadodara,Commercial,9757,34415000,37748000,17187000,8054000,4032000,8475000,794,814,20,Patel Construction,Completed,2023-11-15,2026-01-17,2026-02-06,3333000,9.68,3868.81
P0198,Royal Enclave,Mumbai,Infrastructure,24097,63338000,65737000,22237000,13288000,6167000,24045000,355,355,0,Shree BuildTech,Ongoing,2023-10-26,2024-10-15,2024-10-15,2399000,3.79,2728.02
P0199,Galaxy Complex,Pune,Residential,146467,332915000,295886000,106772000,70924000,21492000,96698000,247,247,0,Royal Infra,Completed,2025-10-29,2026-07-03,2026-07-03,-37029000,-11.12,2020.15
P0200,Crystal Complex,Surat,Infrastructure,108892,275282000,253618000,114756000,54050000,29727000,55085000,622,742,120,Shree BuildTech,Ongoing,2026-02-04,2027-10-19,2028-02-16,-21664000,-7.87,2329.08
P0201,Royal Residency,Ahmedabad,Commercial,75480,218136000,253589000,96485000,67891000,28385000,60828000,319,379,60,Patel Construction,Completed,2025-06-10,2026-04-25,2026-06-24,35453000,16.25,3359.68
P0202,Metro Complex,Surat,Industrial,51163,105226000,126720000,60444000,23975000,11739000,30562000,662,722,60,MetroBuild,Completed,2025-02-10,2026-12-04,2027-02-02,21494000,20.43,2476.79
P0203,Shree Residency,Ahmedabad,Industrial,24816,50030000,54265000,21413000,14092000,3963000,14797000,621,626,5,Shree BuildTech,Completed,2023-03-18,2024-11-28,2024-12-03,4235000,8.46,2186.69
P0204,Skyline Residency,Ahmedabad,Commercial,57853,181077000,180108000,80456000,37554000,26938000,35160000,769,821,52,Urban Infra,Delayed,2023-07-18,2025-08-25,2025-10-16,-969000,-0.54,3113.2
P0205,Metro Enclave,Rajkot,Industrial,101731,203655000,196976000,75711000,47021000,21383000,52861000,611,611,0,Urban Infra,Ongoing,2025-07-15,2027-03-18,2027-03-18,-6679000,-3.28,1936.24
P0206,Crystal Residency,Ahmedabad,Commercial,67823,214200000,232613000,90252000,49856000,30351000,62154000,140,140,0,Apex Developers,Ongoing,2025-11-10,2026-03-30,2026-03-30,18413000,8.6,3429.71
P0207,Urban Enclave,Ahmedabad,Industrial,6759,14250000,14665000,5591000,3912000,1557000,3605000,353,373,20,GreenStone Projects,Completed,2025-11-11,2026-10-30,2026-11-19,415000,2.91,2169.7
P0208,Shree Business Park,Pune,Infrastructure,97374,303389000,250839000,109128000,73605000,18425000,49681000,833,911,78,Urban Infra,Delayed,2025-02-10,2027-05-24,2027-08-10,-52550000,-17.32,2576.04
P0209,Galaxy Business Park,Rajkot,Residential,138554,328012000,375188000,152928000,108823000,35556000,77881000,762,822,60,Urban Infra,Completed,2024-08-09,2026-09-10,2026-11-09,47176000,14.38,2707.88
P0210,Crystal Residency,Rajkot,Residential,29442,76874000,90826000,42779000,22708000,8684000,16655000,535,535,0,MetroBuild,Completed,2025-01-09,2026-06-28,2026-06-28,13952000,18.15,3084.91
P0211,Crystal Enclave,Ahmedabad,Infrastructure,98501,295131000,327144000,117818000,77047000,44841000,87438000,267,387,120,MetroBuild,Ongoing,2023-11-30,2024-08-23,2024-12-21,32013000,10.85,3321.23
P0212,Shree Mall,Ahmedabad,Infrastructure,7079,19191000,17061000,5734000,4746000,2087000,4494000,148,148,0,GreenStone Projects,Completed,2022-04-23,2022-09-18,2022-09-18,-2130000,-11.1,2410.09
P0213,Sunrise Mall,Ahmedabad,Commercial,138789,422384000,398553000,152615000,104421000,36681000,104836000,480,611,131,Sunrise Constructions,Delayed,2022-01-02,2023-04-27,2023-09-05,-23831000,-5.64,2871.65
P0214,Royal Business Park,Rajkot,Commercial,64676,207131000,169847000,71111000,34314000,25039000,39383000,427,427,0,GreenStone Projects,Completed,2023-10-04,2024-12-04,2024-12-04,-37284000,-18.0,2626.12
P0215,Urban Residency,Ahmedabad,Commercial,95397,327218000,396433000,181458000,110411000,37948000,66616000,281,413,132,Sunrise Constructions,Delayed,2022-08-08,2023-05-16,2023-09-25,69215000,21.15,4155.61
P0216,Shree Heights,Vadodara,Industrial,77847,164362000,160613000,60293000,37176000,24069000,39075000,180,200,20,MetroBuild,Ongoing,2024-05-04,2024-10-31,2024-11-20,-3749000,-2.28,2063.19
P0217,Metro Heights,Vadodara,Commercial,98607,336995000,438092000,186016000,88792000,65579000,97705000,244,249,5,Sunrise Constructions,Ongoing,2025-06-02,2026-02-01,2026-02-06,101097000,30.0,4442.81
P0218,Skyline Enclave,Mumbai,Infrastructure,69077,210464000,264054000,99293000,56459000,22523000,85779000,575,665,90,MetroBuild,Completed,2023-01-20,2024-08-17,2024-11-15,53590000,25.46,3822.6
P0219,Royal Mall,Gandhinagar,Residential,43258,107211000,97732000,40926000,20729000,9286000,26791000,190,280,90,Sunrise Constructions,Completed,2025-11-27,2026-06-05,2026-09-03,-9479000,-8.84,2259.28
P0220,Sunrise Enclave,Ahmedabad,Industrial,142717,293883000,274783000,126831000,66581000,29919000,51452000,585,735,150,Shree BuildTech,Delayed,2025-02-27,2026-10-05,2027-03-04,-19100000,-6.5,1925.37
P0221,Royal Business Park,Ahmedabad,Commercial,124771,428243000,460765000,164501000,95896000,56733000,143635000,362,377,15,MetroBuild,Completed,2024-12-12,2025-12-09,2025-12-24,32522000,7.59,3692.89
P0222,Galaxy Mall,Ahmedabad,Industrial,43000,80306000,65851000,25331000,12830000,7391000,20299000,609,609,0,GreenStone Projects,Ongoing,2023-12-31,2025-08-31,2025-08-31,-14455000,-18.0,1531.42
P0223,Skyline Business Park,Vadodara,Industrial,31737,61593000,59586000,28537000,11610000,8792000,10647000,880,1000,120,Apex Developers,Delayed,2025-12-10,2028-05-08,2028-09-05,-2007000,-3.26,1877.49
P0224,Skyline Industrial Park,Pune,Commercial,16485,56816000,54283000,24914000,13570000,6944000,8855000,340,340,0,Apex Developers,Completed,2022-09-04,2023-08-10,2023-08-10,-2533000,-4.46,3292.87
P0225,Shree Mall,Ahmedabad,Industrial,43565,75335000,93577000,38399000,25095000,8138000,21945000,592,597,5,MetroBuild,Ongoing,2024-04-15,2025-11-28,2025-12-03,18242000,24.21,2147.99
P0226,Skyline Complex,Ahmedabad,Residential,124614,322335000,335010000,134895000,73228000,26267000,100620000,652,667,15,Urban Infra,Ongoing,2026-01-02,2027-10-16,2027-10-31,12675000,3.93,2688.38
P0227,Galaxy Mall,Ahmedabad,Infrastructure,70155,184478000,181864000,66478000,33492000,22746000,59148000,613,628,15,Royal Infra,Completed,2022-07-22,2024-03-26,2024-04-10,-2614000,-1.42,2592.32
